2022-01-26 08:58:12 status unpacked libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:12 install libpsl5:amd64 <none> 0.21.0-1.2
2022-01-26 08:58:12 status half-installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:12 status unpacked libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:12 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 install libssh2-1:amd64 <none> 1.9.0-2
2022-01-26 08:58:12 status half-installed libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:12 status unpacked libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:12 install libcurl3-gnutls:amd64 <none> 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 status half-installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 status unpacked libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 install gnupg1:amd64 <none> 1.4.23-1.1
2022-01-26 08:58:12 status half-installed gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:12 status unpacked gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:12 startup packages configure
2022-01-26 08:58:12 configure libpsl5:amd64 0.21.0-1.2 <none>
2022-01-26 08:58:12 status unpacked libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:12 status half-configured libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:12 status installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:12 configure libbrotli1:amd64 1.0.9-2+b2 <none>
2022-01-26 08:58:12 status unpacked libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:12 status half-configured libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:12 status installed libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:12 configure libnghttp2-14:amd64 1.43.0-1 <none>
2022-01-26 08:58:12 status unpacked libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:12 status half-configured libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:12 status installed libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:12 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2.1 <none>
2022-01-26 08:58:12 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2022-01-26 08:58:12 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:12 configure libsasl2-2:amd64 2.1.27+dfsg-2.1 <none>
2022-01-26 08:58:12 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 status installed libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:12 configure libssh2-1:amd64 1.9.0-2 <none>
2022-01-26 08:58:12 status unpacked libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:12 status half-configured libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:12 status installed libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:12 configure openssl:amd64 1.1.1k-1+deb11u1 <none>
2022-01-26 08:58:12 status unpacked openssl:amd64 1.1.1k-1+deb11u1
2022-01-26 08:58:12 status half-configured openssl:amd64 1.1.1k-1+deb11u1
2022-01-26 08:58:12 status installed openssl:amd64 1.1.1k-1+deb11u1
2022-01-26 08:58:12 configure readline-common:all 8.1-1 <none>
2022-01-26 08:58:12 status unpacked readline-common:all 8.1-1
2022-01-26 08:58:12 status half-configured readline-common:all 8.1-1
2022-01-26 08:58:12 status installed readline-common:all 8.1-1
2022-01-26 08:58:12 configure libreadline8:amd64 8.1-1 <none>
2022-01-26 08:58:12 status unpacked libreadline8:amd64 8.1-1
2022-01-26 08:58:12 status half-configured libreadline8:amd64 8.1-1
2022-01-26 08:58:12 status installed libreadline8:amd64 8.1-1
2022-01-26 08:58:12 configure libldap-2.4-2:amd64 2.4.57+dfsg-3 <none>
2022-01-26 08:58:12 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:12 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:12 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:12 configure libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1 <none>
2022-01-26 08:58:12 status unpacked libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 status half-configured libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 status installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:12 configure ca-certificates:all 20210119 <none>
2022-01-26 08:58:12 status unpacked ca-certificates:all 20210119
2022-01-26 08:58:12 status half-configured ca-certificates:all 20210119
2022-01-26 08:58:14 status installed ca-certificates:all 20210119
2022-01-26 08:58:14 status triggers-pending ca-certificates:all 20210119
2022-01-26 08:58:14 configure gnupg1:amd64 1.4.23-1.1 <none>
2022-01-26 08:58:14 status unpacked gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:14 status half-configured gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:14 status installed gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:14 trigproc libc-bin:amd64 2.31-13+deb11u2 <none>
2022-01-26 08:58:14 status half-configured libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:14 status installed libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:14 trigproc ca-certificates:all 20210119 <none>
2022-01-26 08:58:14 status half-configured ca-certificates:all 20210119
2022-01-26 08:58:14 status installed ca-certificates:all 20210119
2022-01-26 08:58:20 startup packages remove
2022-01-26 08:58:20 status installed gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:20 remove gnupg1:amd64 1.4.23-1.1 <none>
2022-01-26 08:58:20 status half-configured gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:20 status half-installed gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:20 status config-files gnupg1:amd64 1.4.23-1.1
2022-01-26 08:58:20 status not-installed gnupg1:amd64 <none>
2022-01-26 08:58:20 status installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:20 remove libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1 <none>
2022-01-26 08:58:20 status triggers-pending libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:20 status half-configured libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:20 status half-installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:20 status config-files libcurl3-gnutls:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:20 status not-installed libcurl3-gnutls:amd64 <none>
2022-01-26 08:58:20 status installed libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:20 remove libbrotli1:amd64 1.0.9-2+b2 <none>
2022-01-26 08:58:20 status half-configured libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:20 status half-installed libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:20 status config-files libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:20 status not-installed libbrotli1:amd64 <none>
2022-01-26 08:58:20 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:20 remove libldap-2.4-2:amd64 2.4.57+dfsg-3 <none>
2022-01-26 08:58:20 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:20 status half-installed libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:20 status config-files libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:20 status not-installed libldap-2.4-2:amd64 <none>
2022-01-26 08:58:20 status installed libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:20 remove libnghttp2-14:amd64 1.43.0-1 <none>
2022-01-26 08:58:20 status half-configured libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:20 status half-installed libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:20 status config-files libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:20 status not-installed libnghttp2-14:amd64 <none>
2022-01-26 08:58:20 status installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:20 remove libpsl5:amd64 0.21.0-1.2 <none>
2022-01-26 08:58:20 status half-configured libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:20 status half-installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:20 status config-files libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:20 status not-installed libpsl5:amd64 <none>
2022-01-26 08:58:20 status installed libreadline8:amd64 8.1-1
2022-01-26 08:58:20 remove libreadline8:amd64 8.1-1 <none>
2022-01-26 08:58:20 status half-configured libreadline8:amd64 8.1-1
2022-01-26 08:58:20 status half-installed libreadline8:amd64 8.1-1
2022-01-26 08:58:20 status config-files libreadline8:amd64 8.1-1
2022-01-26 08:58:20 status not-installed libreadline8:amd64 <none>
2022-01-26 08:58:20 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:20 remove librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2022-01-26 08:58:20 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:20 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:20 status config-files librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:20 status not-installed librtmp1:amd64 <none>
2022-01-26 08:58:20 status installed libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 remove libsasl2-2:amd64 2.1.27+dfsg-2.1 <none>
2022-01-26 08:58:20 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status config-files libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status not-installed libsasl2-2:amd64 <none>
2022-01-26 08:58:20 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 remove libsasl2-modules-db:amd64 2.1.27+dfsg-2.1 <none>
2022-01-26 08:58:20 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status config-files libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:20 status not-installed libsasl2-modules-db:amd64 <none>
2022-01-26 08:58:20 status installed libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:20 remove libssh2-1:amd64 1.9.0-2 <none>
2022-01-26 08:58:20 status half-configured libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:20 status half-installed libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:20 status config-files libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:20 status not-installed libssh2-1:amd64 <none>
2022-01-26 08:58:20 status installed readline-common:all 8.1-1
2022-01-26 08:58:20 remove readline-common:all 8.1-1 <none>
2022-01-26 08:58:20 status half-configured readline-common:all 8.1-1
2022-01-26 08:58:20 status half-installed readline-common:all 8.1-1
2022-01-26 08:58:20 status config-files readline-common:all 8.1-1
2022-01-26 08:58:20 startup packages configure
2022-01-26 08:58:20 trigproc libc-bin:amd64 2.31-13+deb11u2 <none>
2022-01-26 08:58:20 status half-configured libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:20 status installed libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:20 startup packages purge
2022-01-26 08:58:20 purge readline-common:all 8.1-1 <none>
2022-01-26 08:58:20 status config-files readline-common:all 8.1-1
2022-01-26 08:58:20 status not-installed readline-common:all <none>
2022-01-26 08:58:20 startup packages configure
2022-01-26 08:58:26 startup archives unpack
2022-01-26 08:58:26 install readline-common:all <none> 8.1-1
2022-01-26 08:58:26 status half-installed readline-common:all 8.1-1
2022-01-26 08:58:26 status unpacked readline-common:all 8.1-1
2022-01-26 08:58:26 install libreadline8:amd64 <none> 8.1-1
2022-01-26 08:58:26 status triggers-pending libc-bin:amd64 2.31-13+deb11u2
2022-01-26 08:58:26 status half-installed libreadline8:amd64 8.1-1
2022-01-26 08:58:26 status unpacked libreadline8:amd64 8.1-1
2022-01-26 08:58:26 install sensible-utils:all <none> 0.0.14
2022-01-26 08:58:26 status half-installed sensible-utils:all 0.0.14
2022-01-26 08:58:26 status unpacked sensible-utils:all 0.0.14
2022-01-26 08:58:26 install gettext-base:amd64 <none> 0.21-4
2022-01-26 08:58:26 status half-installed gettext-base:amd64 0.21-4
2022-01-26 08:58:26 status unpacked gettext-base:amd64 0.21-4
2022-01-26 08:58:26 install ucf:all <none> 3.0043
2022-01-26 08:58:26 status half-installed ucf:all 3.0043
2022-01-26 08:58:26 status unpacked ucf:all 3.0043
2022-01-26 08:58:26 install libbrotli1:amd64 <none> 1.0.9-2+b2
2022-01-26 08:58:26 status half-installed libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:26 status unpacked libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:26 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-2.1
2022-01-26 08:58:26 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:26 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:26 install libsasl2-2:amd64 <none> 2.1.27+dfsg-2.1
2022-01-26 08:58:26 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:26 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2.1
2022-01-26 08:58:26 install libldap-2.4-2:amd64 <none> 2.4.57+dfsg-3
2022-01-26 08:58:26 status half-installed libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:26 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3
2022-01-26 08:58:26 install libnghttp2-14:amd64 <none> 1.43.0-1
2022-01-26 08:58:26 status half-installed libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:26 status unpacked libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:26 install libpsl5:amd64 <none> 0.21.0-1.2
2022-01-26 08:58:26 status half-installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:26 status unpacked libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:26 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:26 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:26 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2022-01-26 08:58:26 install libssh2-1:amd64 <none> 1.9.0-2
2022-01-26 08:58:26 status half-installed libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:26 status unpacked libssh2-1:amd64 1.9.0-2
2022-01-26 08:58:26 install libcurl4:amd64 <none> 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 status half-installed libcurl4:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 status unpacked libcurl4:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 install curl:amd64 <none> 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 status half-installed curl:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 status unpacked curl:amd64 7.74.0-1.3+deb11u1
2022-01-26 08:58:26 install fonts-dejavu-core:all <none> 2.37-2
2022-01-26 08:58:26 status half-installed fonts-dejavu-core:all 2.37-2
2022-01-26 08:58:26 status unpacked fonts-dejavu-core:all 2.37-2
2022-01-26 08:58:27 install fontconfig-config:all <none> 2.13.1-4.2
2022-01-26 08:58:27 status half-installed fontconfig-config:all 2.13.1-4.2
2022-01-26 08:58:27 status unpacked fontconfig-config:all 2.13.1-4.2
2022-01-26 08:58:27 install libmd0:amd64 <none> 1.0.3-3
2022-01-26 08:58:27 status half-installed libmd0:amd64 1.0.3-3
2022-01-26 08:58:27 status unpacked libmd0:amd64 1.0.3-3
2022-01-26 08:58:27 install libbsd0:amd64 <none> 0.11.3-1
2022-01-26 08:58:27 status half-installed libbsd0:amd64 0.11.3-1
2022-01-26 08:58:27 status unpacked libbsd0:amd64 0.11.3-1
2022-01-26 08:58:27 install libdeflate0:amd64 <none> 1.7-1
2022-01-26 08:58:27 status half-installed libdeflate0:amd64 1.7-1
2022-01-26 08:58:27 status unpacked libdeflate0:amd64 1.7-1
2022-01-26 08:58:27 install libexpat1:amd64 <none> 2.2.10-2
2022-01-26 08:58:27 status half-installed libexpat1:amd64 2.2.10-2
2022-01-26 08:58:27 status unpacked libexpat1:amd64 2.2.10-2
2022-01-26 08:58:27 install libpng16-16:amd64 <none> 1.6.37-3
2022-01-26 08:58:27 status half-installed libpng16-16:amd64 1.6.37-3
2022-01-26 08:58:27 status unpacked libpng16-16:amd64 1.6.37-3
2022-01-26 08:58:27 install libfreetype6:amd64 <none> 2.10.4+dfsg-1
2022-01-26 08:58:27 status half-installed libfreetype6:amd64 2.10.4+dfsg-1
2022-01-26 08:58:27 status unpacked libfreetype6:amd64 2.10.4+dfsg-1
2022-01-26 08:58:27 install libfontconfig1:amd64 <none> 2.13.1-4.2
2022-01-26 08:58:27 status half-installed libfontconfig1:amd64 2.13.1-4.2
2022-01-26 08:58:27 status unpacked libfontconfig1:amd64 2.13.1-4.2
2022-01-26 08:58:27 install libjpeg62-turbo:amd64 <none> 1:2.0.6-4
2022-01-26 08:58:27 status half-installed libjpeg62-turbo:amd64 1:2.0.6-4
2022-01-26 08:58:27 status unpacked libjpeg62-turbo:amd64 1:2.0.6-4
2022-01-26 08:58:27 install libjbig0:amd64 <none> 2.1-3.1+b2
2022-01-26 08:58:27 status half-installed libjbig0:amd64 2.1-3.1+b2
2022-01-26 08:58:27 status unpacked libjbig0:amd64 2.1-3.1+b2
2022-01-26 08:58:27 install libwebp6:amd64 <none> 0.6.1-2.1
2022-01-26 08:58:27 status half-installed libwebp6:amd64 0.6.1-2.1
2022-01-26 08:58:27 status unpacked libwebp6:amd64 0.6.1-2.1
2022-01-26 08:58:27 install libtiff5:amd64 <none> 4.2.0-1
2022-01-26 08:58:27 status half-installed libtiff5:amd64 4.2.0-1
2022-01-26 08:58:27 status unpacked libtiff5:amd64 4.2.0-1
2022-01-26 08:58:27 install libxau6:amd64 <none> 1:1.0.9-1
2022-01-26 08:58:27 status half-installed libxau6:amd64 1:1.0.9-1
2022-01-26 08:58:27 status unpacked libxau6:amd64 1:1.0.9-1
2022-01-26 08:58:27 install libxdmcp6:amd64 <none> 1:1.1.2-3
2022-01-26 08:58:27 status half-installed libxdmcp6:amd64 1:1.1.2-3
2022-01-26 08:58:27 status unpacked libxdmcp6:amd64 1:1.1.2-3
2022-01-26 08:58:27 install libxcb1:amd64 <none> 1.14-3
2022-01-26 08:58:27 status half-installed libxcb1:amd64 1.14-3
2022-01-26 08:58:27 status unpacked libxcb1:amd64 1.14-3
2022-01-26 08:58:27 install libx11-data:all <none> 2:1.7.2-1
2022-01-26 08:58:27 status half-installed libx11-data:all 2:1.7.2-1
2022-01-26 08:58:27 status unpacked libx11-data:all 2:1.7.2-1
2022-01-26 08:58:27 install libx11-6:amd64 <none> 2:1.7.2-1
2022-01-26 08:58:27 status half-installed libx11-6:amd64 2:1.7.2-1
2022-01-26 08:58:28 status unpacked libx11-6:amd64 2:1.7.2-1
2022-01-26 08:58:28 install libxpm4:amd64 <none> 1:3.5.12-1
2022-01-26 08:58:28 status half-installed libxpm4:amd64 1:3.5.12-1
2022-01-26 08:58:28 status unpacked libxpm4:amd64 1:3.5.12-1
2022-01-26 08:58:28 install libgd3:amd64 <none> 2.3.0-2
2022-01-26 08:58:28 status half-installed libgd3:amd64 2.3.0-2
2022-01-26 08:58:28 status unpacked libgd3:amd64 2.3.0-2
2022-01-26 08:58:28 install libgeoip1:amd64 <none> 1.6.12-7
2022-01-26 08:58:28 status half-installed libgeoip1:amd64 1.6.12-7
2022-01-26 08:58:28 status unpacked libgeoip1:amd64 1.6.12-7
2022-01-26 08:58:28 install libicu67:amd64 <none> 67.1-7
2022-01-26 08:58:28 status half-installed libicu67:amd64 67.1-7
2022-01-26 08:58:29 status unpacked libicu67:amd64 67.1-7
2022-01-26 08:58:29 install libxml2:amd64 <none> 2.9.10+dfsg-6.7
2022-01-26 08:58:29 status half-installed libxml2:amd64 2.9.10+dfsg-6.7
2022-01-26 08:58:29 status unpacked libxml2:amd64 2.9.10+dfsg-6.7
2022-01-26 08:58:29 install libxslt1.1:amd64 <none> 1.1.34-4
2022-01-26 08:58:29 status half-installed libxslt1.1:amd64 1.1.34-4
2022-01-26 08:58:29 status unpacked libxslt1.1:amd64 1.1.34-4
2022-01-26 08:58:29 install nginx:amd64 <none> 1.21.6-1~bullseye
2022-01-26 08:58:29 status half-installed nginx:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 status unpacked nginx:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 install nginx-module-geoip:amd64 <none> 1.21.6-1~bullseye
2022-01-26 08:58:29 status half-installed nginx-module-geoip:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 status unpacked nginx-module-geoip:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 install nginx-module-image-filter:amd64 <none> 1.21.6-1~bullseye
2022-01-26 08:58:29 status half-installed nginx-module-image-filter:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 status unpacked nginx-module-image-filter:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 install nginx-module-njs:amd64 <none> 1.21.6+0.7.2-1~bullseye
2022-01-26 08:58:29 status half-installed nginx-module-njs:amd64 1.21.6+0.7.2-1~bullseye
2022-01-26 08:58:29 status unpacked nginx-module-njs:amd64 1.21.6+0.7.2-1~bullseye
2022-01-26 08:58:29 install nginx-module-xslt:amd64 <none> 1.21.6-1~bullseye
2022-01-26 08:58:29 status half-installed nginx-module-xslt:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 status unpacked nginx-module-xslt:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 startup packages configure
2022-01-26 08:58:29 configure libexpat1:amd64 2.2.10-2 <none>
2022-01-26 08:58:29 status unpacked libexpat1:amd64 2.2.10-2
2022-01-26 08:58:29 status half-configured libexpat1:amd64 2.2.10-2
2022-01-26 08:58:29 status installed libexpat1:amd64 2.2.10-2
2022-01-26 08:58:29 configure libxau6:amd64 1:1.0.9-1 <none>
2022-01-26 08:58:29 status unpacked libxau6:amd64 1:1.0.9-1
2022-01-26 08:58:29 status half-configured libxau6:amd64 1:1.0.9-1
2022-01-26 08:58:29 status installed libxau6:amd64 1:1.0.9-1
2022-01-26 08:58:29 configure libpsl5:amd64 0.21.0-1.2 <none>
2022-01-26 08:58:29 status unpacked libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:29 status half-configured libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:29 status installed libpsl5:amd64 0.21.0-1.2
2022-01-26 08:58:29 configure libicu67:amd64 67.1-7 <none>
2022-01-26 08:58:29 status unpacked libicu67:amd64 67.1-7
2022-01-26 08:58:29 status half-configured libicu67:amd64 67.1-7
2022-01-26 08:58:29 status installed libicu67:amd64 67.1-7
2022-01-26 08:58:29 configure nginx:amd64 1.21.6-1~bullseye <none>
2022-01-26 08:58:29 status unpacked nginx:amd64 1.21.6-1~bullseye
2022-01-26 08:58:29 status half-configured nginx:amd64 1.21.6-1~bullseye
2022-01-26 08:58:30 status installed nginx:amd64 1.21.6-1~bullseye
2022-01-26 08:58:30 configure libbrotli1:amd64 1.0.9-2+b2 <none>
2022-01-26 08:58:30 status unpacked libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:30 status half-configured libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:30 status installed libbrotli1:amd64 1.0.9-2+b2
2022-01-26 08:58:30 configure libnghttp2-14:amd64 1.43.0-1 <none>
2022-01-26 08:58:30 status unpacked libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:30 status half-configured libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:30 status installed libnghttp2-14:amd64 1.43.0-1
2022-01-26 08:58:30 configure libdeflate0:amd64 1.7-1 <none>
2022-01-26 08:58:30 status unpacked libdeflate0:amd64 1.7-1
2022-01-26 08:58:30 status half-configured libdeflate0:amd64 1.7-1
2022-01-26 08:58:30 status installed libdeflate0:amd64 1.7-1
2022-01-26 08:58:30 configure gettext-base:amd64 0.21-4 <none>
2022-01-26 08:58:30 status unpacked gettext-base:amd64 0.21-4
2022-01-26 08:58:30 status half-configured gettext-base:amd64 0.21-4
2022-01-26 08:58:30 status installed gettext-base:amd64 0.21-4
